SampleID,curated_file_Name,Row_File_Name,Row,Pear,Bowtie,MothurQC,F649_R889,F649_R889_bacteria,F649_R889_choa1,F649_R889_otu,F649_R889_PD,F649_R889_shannon,Project,Reserve,tree_species,Canopy,Tree,Day,Month,shedding,month,Year,season,sample_type,INC,legent1,lane,Temperature,Precipitation,Humidity,VPD,GI,RI,Description
L6S3,Pear_bowtie_mothurQC_L6S3_F649_R889.fasta,06-15-R01C1_S3_L001_R1_001.fastq,33334,26831,26785,19607,13077,10921,1009.71831,601,26.77193,5.666433728,Acacia,Shizaf,A. raddiana,Center,284,11,6,new,June,2015,Spring,Epiphytes,core_all,Epi_R,6,29.3,0,46,2403,0.3317843201,0.382,Epi_R284_6_C
L6S6,Pear_bowtie_mothurQC_L6S6_F649_R889.fasta,06-15-R02C1_S6_L001_R1_001.fastq,143925,114800,114526,86146,43638,5678,380.8888889,216,13.18049,3.12266585,Acacia,Shizaf,A. raddiana,Center,286,11,6,new,June,2015,Spring,Epiphytes,core_all,Epi_R,6,29.3,0,46,2403,0.335,0.365,Epi_R286_6_C
L7S16,Pear_bowtie_mothurQC_L7S16_F649_R889.fasta,06-15-R63N_S16_L001_R1_001.fastq,139593,97944,97227,81635,44831,23783,1069.5625,625,27.03863,6.527433612,Acacia,Shizaf,A. raddiana,North,284,11,6,new,June,2015,Spring,Epiphytes,core_all,Epi_R,7,29.3,0,46,2403,0.3317843201,0.382,Epi_R14_6_N
L6S4,Pear_bowtie_mothurQC_L6S4_F649_R889.fasta,06-15-R02N1_S4_L001_R1_001.fastq,67416,53423,53337,39924,26205,9256,745,423,19.80904,5.710543044,Acacia,Shizaf,A. raddiana,North,286,11,6,new,June,2015,Spring,Epiphytes,core_all,Epi_R,6,29.3,0,46,2403,0.335,0.365,Epi_R286_6_N
L6S2,Pear_bowtie_mothurQC_L6S2_F649_R889.fasta,06-15-R01S1_S2_L001_R1_001.fastq,68880,52772,52680,39284,25762,10173,634.6896552,335,17.19014,5.634453395,Acacia,Shizaf,A. raddiana,South,284,11,6,new,June,2015,Spring,Epiphytes,core_all,Epi_R,6,29.3,0,46,2403,0.3317843201,0.382,Epi_R284_6_S
L6S5,Pear_bowtie_mothurQC_L6S5_F649_R889.fasta,06-15-R02S1_S5_L001_R1_001.fastq,112696,95407,95264,71252,46480,19664,953.1666667,551,25.81691,5.930597015,Acacia,Shizaf,A. raddiana,South,286,11,6,new,June,2015,Spring,Epiphytes,core_all,Epi_R,6,29.3,0,46,2403,0.335,0.365,Epi_R286_6_S
L6S12,Pear_bowtie_mothurQC_L6S12_F649_R889.fasta,06-15-T04C1_S12_L001_R1_001.fastq,80098,48542,48337,35112,26372,15615,648.8,341,16.48603,5.050417686,Acacia,Shizaf,A. tortilis,Center,23,11,6,old,June,2015,Spring,Epiphytes,core_all,Epi_T,6,29.3,0,46,2403,0.351,0.41,Epi_T23_6_C
C01S14,Pear_bowtie_mothurQC_C01S14_F649_R889.fasta,Core-01-S14-Exo-T300C5_S14_L001_R1_001.fastq,50120,43381,43315,37681,30653,9364,580.1206897,387,20.12269,3.476574688,Acacia,Shizaf,A. tortilis,Center,300,11,6,old,June,2015,Spring,Epiphytes,core_all,Epi_T,C01,29.3,0,46,2403,0.3400266543,0.375,Epi_T300_6_C
L6S10,Pear_bowtie_mothurQC_L6S10_F649_R889.fasta,06-15-T04N1_S10_L001_R1_001.fastq,224273,175235,174833,132865,62051,3988,983.5445545,588,28.25696,6.457689081,Acacia,Shizaf,A. tortilis,North,23,11,6,old,June,2015,Spring,Epiphytes,core_all,Epi_T,6,29.3,0,46,2403,0.351,0.41,Epi_T23_6_N
L6S7,Pear_bowtie_mothurQC_L6S7_F649_R889.fasta,06-15-T03N1_S7_L001_R1_001.fastq,262231,217885,217539,168605,70189,860,318.5263158,148,11.23207,5.342077801,Acacia,Shizaf,A. tortilis,North,300,11,6,old,June,2015,Spring,Epiphytes,core_all,Epi_T,6,29.3,0,46,2403,0.3400266543,0.375,Epi_T300_6_N
L6S11,Pear_bowtie_mothurQC_L6S11_F649_R889.fasta,06-15-T04S1_S11_L001_R1_001.fastq,296097,243242,242632,177059,90492,85912,798.4047619,509,22.3554,5.240209336,Acacia,Shizaf,A. tortilis,South,23,3,6,old,June,2015,Spring,Epiphytes,core_all,Epi_T,6,29.3,0,46,2403,0.351,0.41,Epi_T23_6_S
L6S8,Pear_bowtie_mothurQC_L6S8_F649_R889.fasta,06-15-T03S1_S8_L001_R1_001.fastq,172272,140046,139776,106903,51935,1681,251.8947368,135,10.80085,3.899666639,Acacia,Shizaf,A. tortilis,South,300,3,6,old,June,2015,Spring,Epiphytes,core_all,Epi_T,6,29.3,0,46,2403,0.3400266543,0.375,Epi_T300_6_S
C01S86,Pear_bowtie_mothurQC_C01S86_F649_R889.fasta,Core-01-S86-Endo-R31S5_S86_L001_R1_001.fastq,105011,86952,86744,74767,52616,10370,492.625,279,14.8276,4.052008424,Acacia,Shizaf,A. raddiana,South,284,10,7,old,July,2015,Summer,Endophytes,core_all,Endo_R,C01,31.4,0,39,3003,0.3291544485,0.371,Endo_R31_7_S
C01S52,Pear_bowtie_mothurQC_C01S52_F649_R889.fasta,Core-01-S52-Endo-T23N1_S52_L001_R1_001.fastq,70654,60499,60341,52286,42200,4533,351,198,12.50683,4.104425578,Acacia,Shizaf,A. tortilis,South,23,10,7,old,July,2015,Summer,Endophytes,core_all,Endo_T,C01,31.4,0,39,3003,0.3385668313,0.371,Endo_T23_7_S
C01S51,Pear_bowtie_mothurQC_C01S51_F649_R889.fasta,Core-01-S51-Endo-T300N1_S51_L001_R1_001.fastq,123671,97914,97634,84602,49627,2349,313.5625,202,12.14992,4.550488007,Acacia,Shizaf,A. tortilis,South,300,10,7,old,July,2015,Summer,Endophytes,core_all,Endo_T,C01,31.4,0,39,3003,0.3385668313,0.371,Endo_T300_7_S
L6S86,Pear_bowtie_mothurQC_L6S86_F649_R889.fasta,07-15-T52S3_S86_L001_R1_001.fastq,49986,42109,41974,31004,21307,8077,380.0454545,245,13.36777,4.474414186,Acacia,Shizaf,A. raddiana,Center,286,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_R,6,31.4,0,39,3003,0.33,0.346,Epi_R25_7_C
L6S78,Pear_bowtie_mothurQC_L6S78_F649_R889.fasta,07-15-R45S_S78_L001_R1_001.fastq,143071,92028,91840,70923,21340,2884,642.44,249,15.21867,4.1711871,Acacia,Shizaf,A. raddiana,Center,284,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_R,6,31.4,0,39,3003,0.3291544485,0.371,Epi_R274_7_C
L6S70,Pear_bowtie_mothurQC_L6S70_F649_R889.fasta,06-15-T40N_S70_L001_R1_001.fastq,111469,85053,84877,64102,34299,2233,404.5,189,12.27534,5.138561132,Acacia,Shizaf,A. raddiana,North,284,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_R,6,31.4,0,39,3003,0.3291544485,0.371,Epi_R284_7_N
L6S14,Pear_bowtie_mothurQC_L6S14_F649_R889.fasta,07-15-R02N1_S14_L001_R1_001.fastq,78539,65909,65808,49777,36814,13908,735,386,21.10571,4.709455981,Acacia,Shizaf,A. raddiana,North,286,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_R,6,31.4,0,39,3003,0.333,0.358,Epi_R286_7_N
L6S13,Pear_bowtie_mothurQC_L6S13_F649_R889.fasta,07-15-R01S1_S13_L001_R1_001.fastq,39895,28431,28379,21232,15441,5248,516.6363636,268,14.49387,5.29593605,Acacia,Shizaf,A. raddiana,South,284,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_R,6,31.4,0,39,3003,0.3291544485,0.371,Epi_R284_7_S
L6S71,Pear_bowtie_mothurQC_L6S71_F649_R889.fasta,07-15-R01N1_S71_L001_R1_001.fastq,117718,95105,94871,70435,36425,17017,1008,625,25.9894,6.266714751,Acacia,Shizaf,A. raddiana,South,286,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_R,6,31.4,0,39,3003,0.333,0.358,Epi_R286_7_S
L6S88,Pear_bowtie_mothurQC_L6S88_F649_R889.fasta,07-15-T54S3_S88_L001_R1_001.fastq,107186,89531,89374,66569,41836,14639,621.0714286,355,17.20755,5.235911829,Acacia,Shizaf,A. tortilis,Center,23,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_T,6,31.4,0,39,3003,0.335,0.375,Epi_T209_7_C
L6S9,Pear_bowtie_mothurQC_L6S9_F649_R889.fasta,06-15-T03C1_S9_L001_R1_001.fastq,170466,138977,138733,104791,56147,10108,665.8823529,415,20.03319,4.755947963,Acacia,Shizaf,A. tortilis,Center,300,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_T,6,31.4,0,39,3003,0.3385668313,0.371,Epi_T300_7_C
L6S17,Pear_bowtie_mothurQC_L6S17_F649_R889.fasta,07-15-T04N1_S17_L001_R1_001.fastq,138024,112520,112299,80429,62005,51172,490.5681818,285,16.5957,2.059758909,Acacia,Shizaf,A. tortilis,North,23,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_T,6,31.4,0,39,3003,0.3385668313,0.371,Epi_T23_7_N
L6S15,Pear_bowtie_mothurQC_L6S15_F649_R889.fasta,07-15-T03N1_S15_L001_R1_001.fastq,84564,71315,71190,51597,39934,30984,567.8235294,345,17.81231,4.216746712,Acacia,Shizaf,A. tortilis,North,300,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_T,6,31.4,0,39,3003,0.3385668313,0.371,Epi_T300_7_N
L6S18,Pear_bowtie_mothurQC_L6S18_F649_R889.fasta,07-15-T04S1_S18_L001_R1_001.fastq,145579,116873,116669,88012,39129,12910,1320.557692,768,34.04423,5.894064931,Acacia,Shizaf,A. tortilis,South,23,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_T,6,31.4,0,39,3003,0.3385668313,0.371,Epi_T23_7_S
L6S16,Pear_bowtie_mothurQC_L6S16_F649_R889.fasta,07-15-T03S1_S16_L001_R1_001.fastq,154716,124630,124407,92442,55902,26888,993.6666667,605,28.45211,5.474420163,Acacia,Shizaf,A. tortilis,South,300,10,7,old,July,2015,Summer,Epiphytes,core_all,Epi_T,6,31.4,0,39,3003,0.3385668313,0.371,Epi_T300_7_S
C01S50,Pear_bowtie_mothurQC_C01S50_F649_R889.fasta,Core-01-S50-Endo-T23S1_S50_L001_R1_001.fastq,49483,43175,43098,37361,33982,6462,261.7692308,123,7.50092,2.868038496,Acacia,Shizaf,A. tortilis,South,23,30,9,old,September,2015,Summer,Endophytes,core_all,Endo_T,C01,31,0,43,2669,0.336271692,0.39,Endo_T23_9_S
C01S49,Pear_bowtie_mothurQC_C01S49_F649_R889.fasta,Core-01-S49-Endo-T300S1_S49_L001_R1_001.fastq,97787,82444,82316,71375,51439,9555,231.9090909,133,8.32033,3.085851539,Acacia,Shizaf,A. tortilis,South,300,30,9,old,September,2015,Summer,Endophytes,core_all,Endo_T,C01,31,0,43,2669,0.336271692,0.39,Endo_T300_9_S
L7S33,Pear_bowtie_mothurQC_L7S33_F649_R889.fasta,09-15-R67S_S33_L001_R1_001.fastq,52983,19590,19238,15977,8876,4041,393.6666667,175,8.47467,5.271314782,Acacia,Shizaf,A. raddiana,Center,284,30,9,new,September,2015,Summer,Epiphytes,core_all,Epi_R,7,31,0,43,2669,0.343,0.371,Epi_R283_9_C
L7S21,Pear_bowtie_mothurQC_L7S21_F649_R889.fasta,09-15-R02C1_S21_L001_R1_001.fastq,93328,58518,58065,48928,32654,11865,742.7567568,454,20.7799,6.529308582,Acacia,Shizaf,A. raddiana,Center,286,30,9,new,September,2015,Summer,Epiphytes,core_all,Epi_R,7,31,0,43,2669,0.343,0.377,Epi_R286_9_C
L7S17,Pear_bowtie_mothurQC_L7S17_F649_R889.fasta,09-15-R01N1_S17_L001_R1_001.fastq,43515,28871,28624,24077,10358,1906,594.25,286,15.97491,6.108774516,Acacia,Shizaf,A. raddiana,North,284,30,9,new,September,2015,Summer,Epiphytes,core_all,Epi_R,7,31,0,43,2669,0.3431279696,0.383,Epi_R284_9_N
L7S19,Pear_bowtie_mothurQC_L7S19_F649_R889.fasta,09-15-R02N1_S19_L001_R1_001.fastq,87879,58633,58179,48346,28663,13474,1152.258621,786,31.50771,6.714057796,Acacia,Shizaf,A. raddiana,North,286,30,9,new,September,2015,Summer,Epiphytes,core_all,Epi_R,7,31,0,43,2669,0.343,0.377,Epi_R286_9_N
L7S18,Pear_bowtie_mothurQC_L7S18_F649_R889.fasta,09-15-R01S1_S18_L001_R1_001.fastq,97696,61437,61007,51695,24565,6360,615.1219512,366,17.0321,6.091004547,Acacia,Shizaf,A. raddiana,South,284,30,9,new,September,2015,Summer,Epiphytes,core_all,Epi_R,7,31,0,43,2669,0.3431279696,0.383,Epi_R284_9_S
L7S20,Pear_bowtie_mothurQC_L7S20_F649_R889.fasta,09-15-R02S1_S20_L001_R1_001.fastq,32553,14258,14124,11849,8281,3696,389.5555556,251,12.9401,6.219654003,Acacia,Shizaf,A. raddiana,South,286,30,9,new,September,2015,Summer,Epiphytes,core_all,Epi_R,7,31,0,43,2669,0.343,0.377,Epi_R286_9_S
L7S26,Pear_bowtie_mothurQC_L7S26_F649_R889.fasta,09-15-T04C1_S26_L001_R1_001.fastq,144182,82815,82022,68170,39500,24853,975.0123457,626,27.85099,6.099929764,Acacia,Shizaf,A. tortilis,Center,23,30,9,old,September,2015,Summer,Epiphytes,core_all,Epi_T,7,31,0,43,2669,0.336271692,0.39,Epi_T23_9_C
L7S31,Pear_bowtie_mothurQC_L7S31_F649_R889.fasta,09-15-T65S_S31_L001_R1_001.fastq,127604,86018,85260,71549,44166,16491,845.8333333,451,21.82198,4.44526442,Acacia,Shizaf,A. tortilis,Center,300,30,9,old,September,2015,Summer,Epiphytes,core_all,Epi_T,7,31,0,43,2669,0.323,0.361,Epi_T295_9_C
L7S24,Pear_bowtie_mothurQC_L7S24_F649_R889.fasta,09-15-T04N1_S24_L001_R1_001.fastq,170412,118098,116862,97303,59987,41196,1189.555556,768,32.64336,6.334570531,Acacia,Shizaf,A. tortilis,North,23,30,9,old,September,2015,Summer,Epiphytes,core_all,Epi_T,7,31,0,43,2669,0.336271692,0.39,Epi_T23_9_N
L7S22,Pear_bowtie_mothurQC_L7S22_F649_R889.fasta,09-15-T03N1_S22_L001_R1_001.fastq,233508,157629,155870,131977,69354,19817,1034.808219,624,27.14275,6.16621983,Acacia,Shizaf,A. tortilis,North,300,30,9,old,September,2015,Summer,Epiphytes,core_all,Epi_T,7,31,0,43,2669,0.336271692,0.39,Epi_T300_9_N
L7S25,Pear_bowtie_mothurQC_L7S25_F649_R889.fasta,09-15-T04S1_S25_L001_R1_001.fastq,58575,32209,31706,26305,20149,14276,550.7307692,316,16.19787,5.247962894,Acacia,Shizaf,A. tortilis,South,23,30,9,old,September,2015,Summer,Epiphytes,core_all,Epi_T,7,31,0,43,2669,0.336271692,0.39,Epi_T23_9_S
L7S23,Pear_bowtie_mothurQC_L7S23_F649_R889.fasta,09-15-T03S1_S23_L001_R1_001.fastq,287617,187003,184815,157411,56193,1608,491,194,12.16357,5.916102278,Acacia,Shizaf,A. tortilis,South,300,30,9,old,September,2015,Summer,Epiphytes,core_all,Epi_T,7,31,0,43,2669,0.336271692,0.39,Epi_T300_9_S
C01S48,Pear_bowtie_mothurQC_C01S48_F649_R889.fasta,Core-01-S48-Endo-T300S2_S48_L001_R1_001.fastq,104173,88025,87873,76526,51323,2607,196,114,8.10236,3.134842221,Acacia,Shizaf,A. tortilis,South,23,18,10,new,October,2015,Autumn,Endophytes,core_all,Endo_T,C01,29.6,0,50,2200,0.3381016336,0.395,Endo_T23_10_S
C01S47,Pear_bowtie_mothurQC_C01S47_F649_R889.fasta,Core-01-S47-Endo-T23S2_S47_L001_R1_001.fastq,117845,102272,102093,87683,64261,22134,294.5,137,10.24411,1.60578385,Acacia,Shizaf,A. tortilis,South,300,18,10,new,October,2015,Autumn,Endophytes,core_all,Endo_T,C01,29.6,0,50,2200,0.3381016336,0.395,Endo_T300_10_S
L7S37,Pear_bowtie_mothurQC_L7S37_F649_R889.fasta,10-15-R01C1_S37_L001_R1_001.fastq,53927,26965,26532,21834,14622,11328,870.6315789,550,22.32942,6.641505492,Acacia,Shizaf,A. raddiana,Center,284,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_R,7,29.6,0,50,2200,0.3434265179,0.395,Epi_R284_10_C
L7S40,Pear_bowtie_mothurQC_L7S40_F649_R889.fasta,10-15-R02C1_S40_L001_R1_001.fastq,110373,65518,64937,53981,32524,19016,1152.408451,695,28.19271,6.744382414,Acacia,Shizaf,A. raddiana,Center,286,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_R,7,29.6,0,50,2200,0.343,0.365,Epi_R286_10_C
L7S35,Pear_bowtie_mothurQC_L7S35_F649_R889.fasta,10-15-R01N1_S35_L001_R1_001.fastq,85059,57734,57081,47385,28147,11947,974.7625,606,26.03437,6.373471811,Acacia,Shizaf,A. raddiana,North,284,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_R,7,29.6,0,50,2200,0.3434265179,0.395,Epi_R284_10_N
L7S38,Pear_bowtie_mothurQC_L7S38_F649_R889.fasta,10-15-R02N1_S38_L001_R1_001.fastq,55263,32815,32582,27130,18545,10802,807.0185185,474,21.17717,6.055547395,Acacia,Shizaf,A. raddiana,North,286,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_R,7,29.6,0,50,2200,0.343,0.365,Epi_R286_10_N
L7S36,Pear_bowtie_mothurQC_L7S36_F649_R889.fasta,10-15-R01S1_S36_L001_R1_001.fastq,147177,99964,98970,83975,39605,3095,462.5,275,14.84643,5.835714859,Acacia,Shizaf,A. raddiana,South,284,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_R,7,29.6,0,50,2200,0.3434265179,0.395,Epi_R284_10_S
L7S39,Pear_bowtie_mothurQC_L7S39_F649_R889.fasta,10-15-R02S1_S39_L001_R1_001.fastq,40518,16828,16572,13859,10091,4395,433.3703704,288,14.17659,6.170785026,Acacia,Shizaf,A. raddiana,South,286,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_R,7,29.6,0,50,2200,0.343,0.365,Epi_R286_10_S
L7S46,Pear_bowtie_mothurQC_L7S46_F649_R889.fasta,10-15-T04C1_S46_L001_R1_001.fastq,51300,31681,31303,26016,17521,12008,882.8730159,510,22.46432,5.007439307,Acacia,Shizaf,A. tortilis,Center,23,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_T,7,29.6,0,50,2200,0.3381016336,0.395,Epi_T23_10_C
L7S43,Pear_bowtie_mothurQC_L7S43_F649_R889.fasta,10-15-T03C1_S43_L001_R1_001.fastq,107688,71717,70974,59456,33316,11524,1086.918605,685,29.15476,6.567998572,Acacia,Shizaf,A. tortilis,Center,300,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_T,7,29.6,0,50,2200,0.3381016336,0.395,Epi_T300_10_C
L7S44,Pear_bowtie_mothurQC_L7S44_F649_R889.fasta,10-15-T04N1_S44_L001_R1_001.fastq,77551,44942,44421,36772,25466,18010,1037.161765,659,26.37537,6.48126327,Acacia,Shizaf,A. tortilis,North,23,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_T,7,29.6,0,50,2200,0.3381016336,0.395,Epi_T23_10_N
L7S41,Pear_bowtie_mothurQC_L7S41_F649_R889.fasta,10-15-T03N1_S41_L001_R1_001.fastq,94115,63468,62864,52823,32483,11294,954.90625,549,22.88109,6.124219107,Acacia,Shizaf,A. tortilis,North,300,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_T,7,29.6,0,50,2200,0.3381016336,0.395,Epi_T300_10_N
L7S45,Pear_bowtie_mothurQC_L7S45_F649_R889.fasta,10-15-T04S1_S45_L001_R1_001.fastq,49246,25446,25158,20866,14859,9982,656.3235294,428,18.89131,6.058443209,Acacia,Shizaf,A. tortilis,South,23,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_T,7,29.6,0,50,2200,0.3381016336,0.395,Epi_T23_10_S
L7S42,Pear_bowtie_mothurQC_L7S42_F649_R889.fasta,10-15-T03S1_S42_L001_R1_001.fastq,110623,74654,73943,62154,34779,14462,700.2162162,417,19.03858,5.348204162,Acacia,Shizaf,A. tortilis,South,300,18,10,new,October,2015,Autumn,Epiphytes,core_all,Epi_T,7,29.6,0,50,2200,0.3381016336,0.395,Epi_T300_10_S
C01S72,Pear_bowtie_mothurQC_C01S72_F649_R889.fasta,Core-01-S72-Endo-R286S1_S72_L001_R1_001.fastq,74754,64457,64335,54617,50407,46693,390.6,135,7.71352,2.055389839,Acacia,Shizaf,A. raddiana,South,286,16,11,new,November,2015,Autumn,Endophytes,core_all,Endo_R,C01,24.5,14.8,45,1725,0.389,0.334,Endo_R286_11_S
C01S46,Pear_bowtie_mothurQC_C01S46_F649_R889.fasta,Core-01-S46-Endo-T23S2_S46_L001_R1_001.fastq,86356,72348,72165,62606,47001,7399,304,127,9.89487,1.94450396,Acacia,Shizaf,A. tortilis,South,23,16,11,new,November,2015,Autumn,Endophytes,core_all,Endo_T,C01,24.5,14.8,45,1725,0.422,0.343,Endo_T23_11_S
C01S45,Pear_bowtie_mothurQC_C01S45_F649_R889.fasta,Core-01-S45-Endo-T300S1_S45_L001_R1_001.fastq,63708,55244,55158,47940,41877,13033,304.5,164,9.799,2.99951494,Acacia,Shizaf,A. tortilis,South,300,16,11,new,November,2015,Autumn,Endophytes,core_all,Endo_T,C01,24.5,14.8,45,1725,0.428,0.331,Endo_T300_11_S
L7S57,Pear_bowtie_mothurQC_L7S57_F649_R889.fasta,11-15-R01C1_S57_L001_R1_001.fastq,130955,92326,91561,76874,48287,16444,822.2641509,520,24.38333,5.468265765,Acacia,Shizaf,A. raddiana,Center,284,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_R,7,26.5,14.8,45,1725,0.433,0.339,Epi_R284_11_C
L7S60,Pear_bowtie_mothurQC_L7S60_F649_R889.fasta,11-15-R02C1_S60_L001_R1_001.fastq,54436,30086,29631,25128,11744,1539,243,145,11.61257,4.189735079,Acacia,Shizaf,A. raddiana,Center,286,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_R,7,29.5,14.8,45,1725,0.389,0.334,Epi_R286_11_C
L7S55,Pear_bowtie_mothurQC_L7S55_F649_R889.fasta,11-15-R01N1_S55_L001_R1_001.fastq,124658,85783,85228,71332,40812,15116,933.9117647,567,25.81819,5.240359247,Acacia,Shizaf,A. raddiana,North,284,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_R,7,24.5,14.8,45,1725,0.433,0.339,Epi_R284_11_N
L7S58,Pear_bowtie_mothurQC_L7S58_F649_R889.fasta,11-15-R02N1_S58_L001_R1_001.fastq,175295,121146,119684,101451,47182,5496,591.3571429,354,18.95424,5.552172315,Acacia,Shizaf,A. raddiana,North,286,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_R,7,27.5,14.8,45,1725,0.389,0.334,Epi_R286_11_N
L7S56,Pear_bowtie_mothurQC_L7S56_F649_R889.fasta,11-15-R01S1_S56_L001_R1_001.fastq,93522,62637,62119,52081,32718,13112,751.2272727,427,20.81156,5.11424484,Acacia,Shizaf,A. raddiana,South,284,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_R,7,25.5,14.8,45,1725,0.433,0.339,Epi_R284_11_S
L7S59,Pear_bowtie_mothurQC_L7S59_F649_R889.fasta,11-15-R02S1_S59_L001_R1_001.fastq,81129,55663,55308,46525,23713,4269,525.3125,306,16.48994,5.189959238,Acacia,Shizaf,A. raddiana,South,286,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_R,7,28.5,14.8,45,1725,0.389,0.334,Epi_R286_11_S
L7S66,Pear_bowtie_mothurQC_L7S66_F649_R889.fasta,11-15-T04C1_S66_L001_R1_001.fastq,152612,104601,103606,85773,48759,34228,1175.261905,666,28.89304,5.875588003,Acacia,Shizaf,A. tortilis,Center,23,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_T,7,35.5,14.8,45,1725,0.422,0.343,Epi_T23_11_C
L7S63,Pear_bowtie_mothurQC_L7S63_F649_R889.fasta,11-15-T03C1_S63_L001_R1_001.fastq,45569,27132,26886,22300,13697,7336,721.6956522,442,20.19365,5.528147327,Acacia,Shizaf,A. tortilis,Center,300,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_T,7,32.5,14.8,45,1725,0.428,0.331,Epi_T300_11_C
L7S64,Pear_bowtie_mothurQC_L7S64_F649_R889.fasta,11-15-T04N1_S64_L001_R1_001.fastq,99459,57858,57338,47765,27582,16490,851.1090909,486,21.99136,5.166882927,Acacia,Shizaf,A. tortilis,North,23,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_T,7,33.5,14.8,45,1725,0.422,0.343,Epi_T23_11_N
L7S61,Pear_bowtie_mothurQC_L7S61_F649_R889.fasta,11-15-T03N1_S61_L001_R1_001.fastq,112447,65326,64516,54133,22531,5347,761.5081967,467,24.58564,5.449972898,Acacia,Shizaf,A. tortilis,North,300,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_T,7,30.5,14.8,45,1725,0.428,0.331,Epi_T300_11_N
L7S65,Pear_bowtie_mothurQC_L7S65_F649_R889.fasta,11-15-T04S1_S65_L001_R1_001.fastq,88444,55121,54630,45249,30472,20551,685.0588235,411,21.13885,4.679481727,Acacia,Shizaf,A. tortilis,South,23,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_T,7,34.5,14.8,45,1725,0.422,0.343,Epi_T23_11_S
L7S62,Pear_bowtie_mothurQC_L7S62_F649_R889.fasta,11-15-T03S1_S62_L001_R1_001.fastq,55023,31940,31470,26137,13634,6307,810.122807,479,23.85347,5.569907707,Acacia,Shizaf,A. tortilis,South,300,16,11,new,November,2015,Autumn,Epiphytes,core_all,Epi_T,7,31.5,14.8,45,1725,0.428,0.331,Epi_T300_11_S
